,Adsorption Energy,Bulk ICOHP,Oxidation State,Metal Symbol,Outer Electrons,Adsorbate,Bulk File,Psi,O 2p-center,predicted COHP,row,p ICOHP,Surface Oxidation State
0,2.80479318,-0.05554,4,Ge,10,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/10_GeO2/no_sym/ICOHPLIST.lobster,(14.294074295291788+0j),0,-0.065481983,3d,-5.8658225,3.333
1,2.72134208,-0.05554,4,Ge,10,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/10_GeO2/no_sym/ICOHPLIST.lobster,(14.294074295291788+0j),0,-0.065481983,3d,-5.8658225,4
2,2.62426109,-0.0722,3,Ga,10,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/10_Ga2O3/no_sym/ICOHPLIST.lobster,(14.596862988096058+0j),0,-0.116998455,3d,-5.86733,2.833
3,2.65982041,-0.17308,4,Ga,9,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/09_GaO2/no_sym/ICOHPLIST.lobster,(13.994472574330214+0j),0,-0.136520137,3d,-4.991985,3.333
4,2.48578319,-0.17308,4,Ga,9,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/09_GaO2/no_sym/ICOHPLIST.lobster,(13.994472574330214+0j),0,-0.136520137,3d,-4.991985,4
5,2.55522926,-0.88185,5,Ga,8,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/08_Ga2O5/no_sym/ICOHPLIST.lobster,(13.35043837349467+0j),0,-0.127585656,3d,-4.037748,4
6,2.88334744,-0.68846,3,Zn,9,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/09_Zn2O3/no_sym/ICOHPLIST.lobster,(14.255926956437358+0j),0,-0.733658844,3d,0,2.833
7,2.58670148,-1.38719,4,Zn,8,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/08_ZnO2/no_sym/ICOHPLIST.lobster,(13.599860464771206+0j),0,-1.247257031,3d,0,3.333
8,2.18373481,-1.38719,4,Zn,8,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/08_ZnO2/no_sym/ICOHPLIST.lobster,(13.599860464771206+0j),0,-1.247257031,3d,0,4
9,2.84854771,-0.07533,2,Zn,10,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/09_ZnO/no_sym/ICOHPLIST.lobster,(14.869571643101441+0j),0,-0.377216758,3d,0,1.93
10,2.54610488,-2.51939,3,Cu,8,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/08_Cu2O3/no_sym/ICOHPLIST.lobster,(13.221493662399181+0j),0,-2.497799631,3d,0,2.833
11,2.46311034,-3.45646,4,Cu,7,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/07_CuO2/no_sym/ICOHPLIST.lobster,(12.533828338542305+0j),0,-3.384190656,3d,0,3.333
12,2.4309475,-3.45646,4,Cu,7,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/07_CuO2/no_sym/ICOHPLIST.lobster,(12.533828338542305+0j),0,-3.384190656,3d,0,4
13,2.669226145,-1.32563,2,Cu,9,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/08_CuO/no_sym/ICOHPLIST.lobster,(13.85930748292667+0j),0,-1.584923469,3d,0,1.93
14,2.72484114,-3.15695,3,Ni,7,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/07_Ni2O3/no_sym/ICOHPLIST.lobster,(12.520676338590219+0j),0,-3.017022189,3d,0,2.833
15,2.38359933,-5.83127,4,Ni,6,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/06_NiO2/no_sym/ICOHPLIST.lobster,(11.771968010397828+0j),0,-5.421909495,3d,0,3.333
16,2.49065363,-5.83127,4,Ni,6,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/06_NiO2/no_sym/ICOHPLIST.lobster,(11.771968010397828+0j),0,-5.421909495,3d,0,4
17,2.559854415,-1.49219,2,Ni,8,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/07_NiO/no_sym/ICOHPLIST.lobster,(13.207620081293902+0j),0,-1.729909093,3d,0,1.93
18,2.00001582,-5.54992,3,Co,6,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/06_Co2O3/no_sym/ICOHPLIST.lobster,(11.809300582557757+0j),0,-5.465581399,3d,0,2.833
19,2.38805591,-7.15514,4,Co,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/05_CoO2/no_sym/ICOHPLIST.lobster,(10.97871922674654+0j),0,-7.279180943,3d,0,3.333
20,2.34795833,-7.15514,4,Co,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/05_CoO2/no_sym/ICOHPLIST.lobster,(10.97871922674654+0j),0,-7.279180943,3d,0,4
21,2.17703429,-7.89924,5,Co,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/04_Co2O5/no_sym/ICOHPLIST.lobster,(10.041247532165725+0j),0,-7.676527524,3d,0,4
22,2.19444659,-7.89924,5,Co,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/04_Co2O5/no_sym/ICOHPLIST.lobster,(10.041247532165725+0j),0,-7.676527524,3d,0,5
23,2.427936145,-1.72544,2,Co,7,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/06_CoO/no_sym/ICOHPLIST.lobster,(12.560383297740012+0j),0,-2.199643072,3d,0,1.93
24,2.88608875,-3.48734,3,Fe,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/05_Fe2O3/no_sym/ICOHPLIST.lobster,(11.03806711391862+0j),0,-3.544088244,3d,0,2.833
25,2.82938029,-5.90474,4,Fe,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/04_FeO2/no_sym/ICOHPLIST.lobster,(10.095527709415736+0j),0,-6.124607749,3d,0,3.333
26,2.69275135,-5.90474,4,Fe,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/04_FeO2/no_sym/ICOHPLIST.lobster,(10.095527709415736+0j),0,-6.124607749,3d,0,4
27,2.56562691,-6.65184,5,Fe,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/03_Fe2O5/no_sym/ICOHPLIST.lobster,(8.998156254634194+0j),0,-6.29311212,3d,0,4
28,2.30908534,-6.65184,5,Fe,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/03_Fe2O5/no_sym/ICOHPLIST.lobster,(8.998156254634194+0j),0,-6.29311212,3d,0,5
29,2.76159059,-1.7468,2,Fe,6,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/05_FeO/no_sym/ICOHPLIST.lobster,(11.873138360360416+0j),0,-1.88710654,3d,0,1.93
30,2.07723322,-4.6657,3,Mn,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/04_Mn2O3/no_sym/ICOHPLIST.lobster,(10.436452563236141+0j),0,-4.596993577,3d,0,2.833
31,2.56008646,-7.55448,4,Mn,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/03_MnO2/no_sym/ICOHPLIST.lobster,(9.302022995835172+0j),0,-7.403260278,3d,0,3.333
32,2.53578583,-7.55448,4,Mn,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/03_MnO2/no_sym/ICOHPLIST.lobster,(9.302022995835172+0j),0,-7.403260278,3d,0,4
33,2.46747293,-8.33383,5,Mn,2,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/02_Mn2O5/no_sym/ICOHPLIST.lobster,(7.909352022848464+0j),0,-7.964374778,3d,0,4
34,2.39480863,-8.33383,5,Mn,2,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/02_Mn2O5/no_sym/ICOHPLIST.lobster,(7.909352022848464+0j),0,-7.964374778,3d,0,5
35,3.56224818,-8.60367,6,Mn,1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+6/MnO3/no_sym/ICOHPLIST.lobster,(5.994167945696973+0j),0,-9.311102554,3d,0,5
36,2.605176855,-1.81451,2,Mn,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/04_MnO/no_sym/ICOHPLIST.lobster,(11.410821419150508+0j),0,-1.996063521,3d,0,1.93
37,1.51142467,-6.38777,3,Cr,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/03_Cr2O3/no_sym/ICOHPLIST.lobster,(9.175339249232014+0j),0,-6.392772466,3d,0,2.833
38,2.10838944,-8.93889,4,Cr,2,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/02_CrO2/no_sym/ICOHPLIST.lobster,(7.80163498668264+0j),0,-8.845661671,3d,0,3.333
39,2.07735151,-8.93889,4,Cr,2,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/02_CrO2/no_sym/ICOHPLIST.lobster,(7.80163498668264+0j),0,-8.845661671,3d,0,4
40,1.80777129,-10.64273,5,Cr,1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/01_Cr2O5/no_sym/ICOHPLIST.lobster,(5.9125336975910034+0j),0,-10.50377316,3d,0,4
41,1.76360506,-10.64273,5,Cr,1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/01_Cr2O5/no_sym/ICOHPLIST.lobster,(5.9125336975910034+0j),0,-10.50377316,3d,0,5
42,0.95774252,-6.70353,3,V,2,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/02_V2O3/no_sym/ICOHPLIST.lobster,(7.830143548033811+0j),0,-6.659076328,3d,0,2.833
43,1.765076,-10.01771,4,V,1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/01_VO2/no_sym/ICOHPLIST.lobster,(5.934139146954678+0j),0,-9.681273521,3d,0,3.333
44,1.48316142,-10.01771,4,V,1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/01_VO2/no_sym/ICOHPLIST.lobster,(5.934139146954678+0j),0,-9.681273521,3d,0,4
45,1.15210136,-13.18416,5,V,0,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/00_V2O5/no_sym/ICOHPLIST.lobster,0j,0,-13.13315136,3d,0,4
46,2.49257929,-13.18416,5,V,0,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/00_V2O5/no_sym/ICOHPLIST.lobster,0j,0,-13.13315136,3d,0,5
47,1.254314095,-3.9185,2,V,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/02_VO/no_sym/ICOHPLIST.lobster,(9.208867570199484+0j),0,-4.121262795,3d,0,1.93
48,0.35007138,-7.74845,3,Ti,1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/01_Ti2O3/no_sym/ICOHPLIST.lobster,(6.001932437987127+0j),0,-7.669094633,3d,0,2.833
49,2.82846015,-10.47232,4,Ti,0,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/00_TiO2/no_sym/ICOHPLIST.lobster,0j,0,-10.16533197,3d,0,3.333
50,2.67552084,-10.47232,4,Ti,0,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/00_TiO2/no_sym/ICOHPLIST.lobster,0j,0,-10.16533197,3d,0,4
51,1.36789629,-4.45651,2,Ti,2,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/01_TiO/no_sym/ICOHPLIST.lobster,(7.919597331848456+0j),0,-4.681901627,3d,0,1.93
52,2.90707119,-8.26644,3,Sc,0,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/00_Sc2O3/no_sym/ICOHPLIST.lobster,0j,0,-7.65293893,3d,0,2.833
53,2.251931145,-6.03193,2,Sc,1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/00_ScO/no_sym/ICOHPLIST.lobster,(6.153007789387265+0j),0,-5.667420853,3d,0,1.93
54,3.03356706,-0.09076,4,Sn,10,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/10_SnO2/no_sym/ICOHPLIST.lobster,(14.36627026368095+0j),0,-0.105557255,4d,-4.7568325,3.333
55,2.86545015,-0.09076,4,Sn,10,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/10_SnO2/no_sym/ICOHPLIST.lobster,(14.36627026368095+0j),0,-0.105557255,4d,-4.7568325,4
56,2.87224978,-1.21795,5,Sn,9,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/09_Sn2O5/no_sym/ICOHPLIST.lobster,(13.77339606218517+0j),0,-0.11994758,4d,-3.752534,4
57,2.36420084,-0.09899,3,In,10,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/10_In2O3/no_sym/ICOHPLIST.lobster,(14.64573750728753+0j),0,-0.181753177,4d,-4.707586667,2.833
58,2.72392763,-0.23859,4,In,9,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/09_InO2/no_sym/ICOHPLIST.lobster,(14.04133011618468+0j),0,-0.222495821,4d,-3.9672075,3.333
59,2.581846,-0.23859,4,In,9,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/09_InO2/no_sym/ICOHPLIST.lobster,(14.04133011618468+0j),0,-0.222495821,4d,-3.9672075,4
60,2.50306468,-1.1711,5,In,8,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/08_In2O5/no_sym/ICOHPLIST.lobster,(13.395139502568227+0j),0,-0.185459305,4d,-3.097802,4
61,2.3117836,-0.67265,3,Cd,9,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/09_Cd2O3/no_sym/ICOHPLIST.lobster,(14.187795153613257+0j),0,-0.662318107,4d,0,2.833
62,2.76787409,-0.94339,4,Cd,8,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/08_CdO2/no_sym/ICOHPLIST.lobster,(13.534864129250375+0j),0,-0.836461986,4d,0,3.333
63,2.6277458,-0.94339,4,Cd,8,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/08_CdO2/no_sym/ICOHPLIST.lobster,(13.534864129250375+0j),0,-0.836461986,4d,0,4
64,2.72111425,-0.10764,2,Cd,10,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/09_CdO/no_sym/ICOHPLIST.lobster,(14.79850711489767+0j),0,-0.325570508,4d,0,1.93
65,2.6410893,-2.76495,3,Ag,8,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/08_Ag2O3/no_sym/ICOHPLIST.lobster,(13.180132600308918+0j),0,-2.708304022,4d,0,2.833
66,2.68791584,-4.50692,4,Ag,7,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/07_AgO2/no_sym/ICOHPLIST.lobster,(12.494618513587847+0j),0,-4.473457455,4d,0,3.333
67,2.68856772,-4.50692,4,Ag,7,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/07_AgO2/no_sym/ICOHPLIST.lobster,(12.494618513587847+0j),0,-4.473457455,4d,0,4
68,2.68198796,-1.36456,2,Ag,9,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/08_AgO/no_sym/ICOHPLIST.lobster,(13.815951135151863+0j),0,-1.5263983,4d,0,1.93
69,2.66441755,-4.8378,3,Pd,7,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/07_Pd2O3/no_sym/ICOHPLIST.lobster,(12.171663195331568+0j),0,-4.667509049,4d,0,2.833
70,3.23466319,-6.88842,4,Pd,6,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/06_PdO2/no_sym/ICOHPLIST.lobster,(11.443825069350297+0j),0,-7.112534595,4d,0,3.333
71,2.28412604,-6.88842,4,Pd,6,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/06_PdO2/no_sym/ICOHPLIST.lobster,(11.443825069350297+0j),0,-7.112534595,4d,0,4
72,2.21922006,-7.88231,5,Pd,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/05_Pd2O5/no_sym/ICOHPLIST.lobster,(10.638948635278814+0j),0,-7.732199096,4d,0,4
73,2.53253711,-7.88231,5,Pd,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/05_Pd2O5/no_sym/ICOHPLIST.lobster,(10.638948635278814+0j),0,-7.732199096,4d,0,5
74,2.536313045,-2.75464,2,Pd,8,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/07_PdO/no_sym/ICOHPLIST.lobster,(12.839458420143776+0j),0,-2.78056187,4d,0,1.93
75,1.99379155,-6.9806,3,Rh,6,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/06_Rh2O3/no_sym/ICOHPLIST.lobster,(11.362366073853737+0j),0,-6.945602565,4d,0,2.833
76,2.07929007,-9.27622,4,Rh,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/05_RhO2/no_sym/ICOHPLIST.lobster,(10.563218880260939+0j),0,-9.543287493,4d,0,3.333
77,2.076693,-9.27622,4,Rh,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/05_RhO2/no_sym/ICOHPLIST.lobster,(10.563218880260939+0j),0,-9.543287493,4d,0,4
78,2.27120678,-10.81584,5,Rh,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/04_Rh2O5/no_sym/ICOHPLIST.lobster,(9.661226717114886+0j),0,-10.5821823,4d,0,4
79,1.94024696,-10.81584,5,Rh,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/04_Rh2O5/no_sym/ICOHPLIST.lobster,(9.661226717114886+0j),0,-10.5821823,4d,0,5
80,0.99398138,-8.053,3,Ru,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/05_Ru2O3/no_sym/ICOHPLIST.lobster,(10.638948635278814+0j),0,-8.164359896,4d,0,2.833
81,1.45744505,-11.04376,4,Ru,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/04_RuO2/no_sym/ICOHPLIST.lobster,(9.730489916216673+0j),0,-10.90952595,4d,0,3.333
82,1.41469385,-11.04376,4,Ru,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/04_RuO2/no_sym/ICOHPLIST.lobster,(9.730489916216673+0j),0,-10.90952595,4d,0,4
83,1.33125287,-13.11531,5,Ru,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/03_Ru2O5/no_sym/ICOHPLIST.lobster,(8.672797620930625+0j),0,-12.9042301,4d,0,4
84,1.42069988,-13.11531,5,Ru,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/03_Ru2O5/no_sym/ICOHPLIST.lobster,(8.672797620930625+0j),0,-12.9042301,4d,0,5
85,1.87514846,-15.13076,6,Ru,2,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+6/RuO3/no_sym/ICOHPLIST.lobster,(7.374332383135992+0j),0,-16.04449254,4d,0,5
86,0.68758203,-8.98736,3,Tc,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/04_Tc2O3/no_sym/ICOHPLIST.lobster,(9.821444891389376+0j),0,-9.084891061,4d,0,2.833
